,District,Type,Building Classification,Total Units,Gross Income per SqFt,Expense per SqFt,Net Operating Income,Market Value per SqFt
2219,Queens,Condominium,R4-CONDOMINIUM,47,14.77,7.0,326340,46.36
2220,Queens,Condominium,R4-CONDOMINIUM,64,24.99,8.25,1087380,121.59
2221,Queens,Condominium,R4-CONDOMINIUM,44,23.0,8.0,480855,10.66
2222,Queens,Condominium,R4-CONDOMINIUM,39,15.39,7.0,436725,55.9
2223,Queens,Condominium,R4-CONDOMINIUM,66,24.97,6.0,1263212,137.78
2224,Queens,Condominium,R4-CONDOMINIUM,121,24.99,7.5,2174829,127.03
2225,Queens,Condominium,R4-CONDOMINIUM,26,25.01,7.75,447689,125.22
2226,Queens,Condominium,R4-CONDOMINIUM,25,24.5,8.0,502920,119.85
2227,Queens,Condominium,R2-CONDOMINIUM,7,28.0,8.4,110230,140.83
2228,Queens,Condominium,R4-CONDOMINIUM,73,24.0,8.0,1145424,108.77
2229,Queens,Condominium,R2-CONDOMINIUM,10,24.97,9.5,104856,106.67
2230,Queens,Condominium,R4-CONDOMINIUM,11,23.74,7.5,112381,108.24
2231,Queens,Condominium,R4-CONDOMINIUM,29,23.74,7.07,408081,121.53
2232,Queens,Condominium,R4-CONDOMINIUM,57,22.36,7.5,291078,106.09
2233,Queens,Condominium,R9-CONDOMINIUM,18,20.23,8.57,219593,83.26
2234,Queens,Condominium,R4-CONDOMINIUM,27,21.93,6.44,470679,110.58
2235,Queens,Condominium,R4-CONDOMINIUM,35,22.36,7.0,438743,111.22
2236,Queens,Condominium,R4-CONDOMINIUM,30,23.74,7.07,443389,111.06
2237,Queens,Condominium,R4-CONDOMINIUM,15,23.37,7.5,179045,105.74
2238,Queens,Condominium,R4-CONDOMINIUM,26,21.07,7.85,371482,96.8
2239,Queens,Condominium,R4-CONDOMINIUM,33,21.49,7.29,526976,103.96
2240,Queens,Condominium,R4-CONDOMINIUM,85,14.87,6.39,522368,58.46
2241,Queens,Condominium,R4-CONDOMINIUM,30,21.46,8.13,243832,97.86
2242,Queens,Condominium,R9-CONDOMINIUM,88,15.01,6.5,576161,56.7
2243,Queens,Condominium,R4-CONDOMINIUM,125,14.87,6.39,844608,58.86
2244,Queens,Condominium,R4-CONDOMINIUM,74,15.5,7.0,467500,54.0
2245,Queens,Condominium,R4-CONDOMINIUM,11,20.39,7.14,110240,88.22
2246,Queens,Condominium,R4-CONDOMINIUM,81,15.14,7.18,658769,54.86
2247,Queens,Condominium,R4-CONDOMINIUM,18,22.0,7.11,240101,105.08
2248,Queens,Condominium,R4-CONDOMINIUM,10,24.0,7.96,156663,114.57
2249,Queens,Condominium,R4-CONDOMINIUM,24,24.0,8.5,161975,112.82
2250,Queens,Condominium,R4-CONDOMINIUM,19,21.46,8.13,196258,95.23
2251,Queens,Condominium,R4-CONDOMINIUM,201,24.0,8.5,3019090,107.04
2252,Queens,Condominium,R9-CONDOMINIUM,32,16.0,6.31,335758,59.37
2253,Queens,Condominium,R9-CONDOMINIUM,618,15.73,7.5,3538900,56.29
2254,Queens,Condominium,R4-CONDOMINIUM,8,17.16,3.62,98097,98.0
2255,Queens,Condominium,R4-CONDOMINIUM,18,21.46,8.13,205416,96.56
2256,Queens,Condominium,R4-CONDOMINIUM,32,18.38,7.0,196305,81.86
2257,Queens,Condominium,R4-CONDOMINIUM,405,19.5,8.28,4181694,74.75
2258,Queens,Condominium,R2-CONDOMINIUM,16,14.75,7.1,109862,46.26
2259,Queens,Condominium,R2-CONDOMINIUM,150,14.75,7.1,1032322,46.22
2260,Queens,Condominium,R2-CONDOMINIUM,70,14.75,7.1,483021,46.17
